date,ret,benchmark_ret
2018-01-02,0.0,0.0
2018-01-03,0.0,0.006206683578600325
2018-01-04,0.0,0.004927713804365741
2018-01-05,0.0,0.0017839685029137353
2018-01-08,0.0,0.005227389990418052
2018-01-09,0.0,0.0012963853725491692
2018-01-10,0.0,0.0023240282374996646
2018-01-11,0.0,0.0010260579560550376
2018-01-12,0.0,0.0010498212588805345
2018-01-15,0.0,-0.005381544914304315
2018-01-16,0.0,0.007654623033419128
2018-01-17,0.0,0.0023502921788256526
2018-01-18,0.0,0.008733199774376255
2018-01-19,0.0,0.003772928961301991
2018-01-22,0.0,0.00386999034366009
2018-01-23,0.0,0.01289298278784079
2018-01-24,0.0,0.003654301911318436
2018-01-25,0.0,-0.0031347407545798678
2018-01-26,0.0,0.0027680806649483802
2018-01-29,0.0,-0.009872604394051021
2018-01-30,0.0,-0.009932441120510616
2018-01-31,0.0,-0.0020573341410529133
2018-02-01,0.0,-0.00972554558061256
2018-02-02,0.0,0.004380936355882659
2018-02-05,0.0,0.0073412493815132596
2018-02-06,0.0,-0.033503971472950145
2018-02-07,0.0,-0.018213686847529775
2018-02-08,0.0,-0.014266029263339863
2018-02-09,0.0,-0.040526356125749174
2018-02-12,0.0,0.007755640763729588
2018-02-13,0.0,0.009775769825228764
2018-02-14,0.0,0.0044584561371119324
2018-02-22,0.0,0.021693201244452176
2018-02-23,0.0,0.0062611689126614856
2018-02-26,0.035395674300254365,0.012328885407950851
2018-02-27,0.005529471468541658,-0.011264504107732609
2018-02-28,0.007332086064026244,-0.009920815730416366
2018-03-01,0.02183615363432434,0.004401719576070162
2018-03-02,-0.01068476269735652,-0.005873072358805187
2018-03-05,0.01257625377073679,0.0007368195941162003
2018-03-06,0.0017751586770615724,0.010045054754084015
2018-03-07,-0.008269394339172398,-0.005463816427440871
2018-03-08,0.0041691737110716165,0.005116044782049967
2018-03-09,0.040925515283843694,0.005704891670919032
2018-03-12,0.012531121710027904,0.005906265364363117
2018-03-13,-0.00562748697381521,-0.004947847701279873
2018-03-14,-0.014714270497473314,-0.0056965675288098705
2018-03-15,0.0005743851389767851,-8.20324107015935e-05
2018-03-16,-0.014925440662084788,-0.006450707238161435
2018-03-19,0.01165042011423556,0.0028655468301304055
2018-03-20,0.013824947539125665,0.003472743174357973
2018-03-21,-0.022727374472097606,-0.0029441081370188416
2018-03-22,-0.005232582109275463,-0.005325283637188316
2018-03-23,-0.05201660423330956,-0.03392666723865312
2018-03-26,0.03143780572139665,-0.006038833898287965
2018-03-27,0.03885254400708482,0.010507313667262208
2018-03-28,-0.004603012812249618,-0.014008183414075948
2018-03-29,0.005202335832270366,0.012247741241204535
2018-03-30,0.02990237815090424,0.0026470235539532982
2018-04-02,-0.001679441180656105,-0.0018044133337246082
2018-04-03,-0.013422877942354638,-0.008392190261758858
2018-04-04,-0.0181406705970224,-0.0017604864834361855
2018-04-09,0.002886849160468108,0.0022940738926213733
2018-04-10,-0.0028785392518455577,0.016578434015423804
2018-04-11,-0.001732109496280776,0.005566836200233016
2018-04-12,-0.005205344715856319,-0.008704266287457685
2018-04-13,0.0005813980121656126,-0.006636777166417418
